pose_x,pose_y,pose_z
0.0,0.0,0.0
0.0009574036812409759,0.0003629072161857039,-0.0007981193484738469
0.0037078435955303197,0.0012138520630805868,-0.003401691365683937
0.004824847469261057,0.001032158472867257,-0.004786146392154087
0.005412222436126749,0.0009969266847899014,-0.005118151397468972
0.0050604414747853176,0.0013507472234554575,-0.00824483908976843
0.005559448548933701,0.000991756255329225,-0.00927749784970454
0.008852434375176438,0.0021213884826343293,-0.013257477064471916
0.009158617242005887,0.002774070741124988,-0.014093790183386532
0.009069997752747654,0.0018854933389938428,-0.014998226010043051
0.00949414771641151,0.00105228932245904,-0.01589584060660558
0.011045461193749702,0.0022374491085345926,-0.01727968240006922
0.010192468414575705,0.0008374661454563369,-0.019818147865279963
0.0113384762495501,0.0011316100141342835,-0.020938604766293053
0.012131798686400588,0.00043187661505801264,-0.02143945489045643
0.012796072139734391,0.0008852704414714681,-0.021979156562517366
0.012203589983841223,-4.09300063802248e-05,-0.024393268863418093
0.013226601764400754,7.484356503007246e-05,-0.024905907672878303
0.013664820919056655,0.0015661455181993043,-0.024875539471540288
0.016836618463586098,0.001983740297818471,-0.028594867564450184
0.020972207817289926,0.002748410121642903,-0.03649601618369982
0.02197188917262987,0.003294945608911642,-0.0387564450802142
0.01500816351173367,0.004290755606095126,-0.042385093893839806
0.015823512976248608,0.004901863438899031,-0.04838564382691459
0.009938374293654836,0.01195612864006035,-0.06397993591813417
0.010118486853122631,0.012493847969622347,-0.06403201621128189
0.011176296271779415,0.012247149029540185,-0.06552069902318909
0.010465468470152735,0.01221647306139862,-0.07439765631602197
0.009383857772204397,0.011836716963210536,-0.07605493887531946
0.006604069233421238,0.011823459759087631,-0.08231443444899758
0.0065384266736011115,0.012673920827574646,-0.08367200959081775
0.002561322743525863,0.008549418091852215,-0.11402200355831324
0.007610063160138374,0.009769065165485997,-0.12366021906999669
0.005719723436796791,0.010572668289319357,-0.1291047280569234
0.008007116203792596,0.011255996406374669,-0.14594664019519163
0.01156615867676394,0.011261146378208173,-0.16058384976775547
0.01301402503977963,0.012678741796549856,-0.1644857186661769
0.012426102395012111,0.011962420575830147,-0.16921917707055614
0.011552943309022604,0.011633690444196048,-0.18055513849720073
0.006212480839736481,0.005996168524385587,-0.1868889770229906
0.004786051934234351,0.006642995837759666,-0.18812089170017782
-0.0004432582432682391,0.014667685048822765,-0.21400159144599712
0.00317955207752748,0.0158711065147066,-0.22083207195814203
-0.0032944379642591017,0.0258791078127652,-0.2535401336352158
-0.0021938132005041625,0.024628777139256864,-0.2571640357294996
-0.006099996758805059,0.024671781532529597,-0.2930794452945437
-0.002118478141107323,0.024080140249966055,-0.3047433397348797
-0.00835977610766573,0.04688937329051772,-0.3589643239249969
-0.007780043002975278,0.04645193013013844,-0.3664710579719906
-0.012682584497043974,0.044431748257864154,-0.3800782647682213
-0.01771196729677838,0.043060489077481126,-0.413598947051288
-0.01742933487232142,0.04368929028929189,-0.4311451206493004
-0.014596961319306982,0.04548405024139637,-0.4515491138326282
-0.014015388020734992,0.04512066047097535,-0.45829015731653616
-0.01619349380934884,0.04587711210134081,-0.4832049129588048
-0.01836123238074345,0.044129816616506716,-0.5142898963947116
-0.018705162475362986,0.04463003613225654,-0.5285236841727258
-0.02005244331733995,0.046914104400746344,-0.5448871115592618
-0.020726732075532855,0.04282352836973329,-0.5576499863749963
-0.02795103540269792,0.052476692190710765,-0.5844664436215042
-0.030140713048679633,0.05429288690404244,-0.6037557077579662
-0.03676628465735536,0.06212795792750992,-0.6450971467665059
-0.031040687852061558,0.06412534493789346,-0.659656129859784
-0.02972550838116906,0.06594509199596288,-0.6721155907543012
-0.03730310598785995,0.06658368810721037,-0.6981365544323359
-0.04240715158611882,0.06763522938191938,-0.703170047148516
-0.03762948551611284,0.06383507503109459,-0.7220813264702868
-0.036507807165011286,0.06515571600367856,-0.7369196047961194
-0.03396829748937771,0.06477470328576947,-0.7479455197459858
-0.03308658802162085,0.06390266889408197,-0.7534090215221516
-0.032701154454277355,0.06461394736898254,-0.7942446384886049
-0.044296640412371587,0.07834685671326425,-0.8390917206793964
-0.042203820704671574,0.07779588457205035,-0.8521342629231846
-0.04463104985546353,0.07607333400878617,-0.8654632957958585
-0.05142463217506676,0.08290399268406941,-0.9038328262235733
-0.06061434526159219,0.08602394933515715,-0.9161953309889523
-0.06226798395268735,0.08274297364212542,-0.9485683724387446
-0.06361513909192153,0.0798022459031596,-0.9672134480203554
-0.06448950220370525,0.07454971472485197,-0.9806216632758461
-0.07260064487116392,0.07254038736483424,-0.9850896326684917
-0.07356761937547276,0.0691603784629291,-1.028771759037686
-0.07649880597982255,0.06080365363283513,-1.0356397369016566
-0.0872133275111227,0.05441986883689323,-1.071364651132364
-0.09559085005152958,0.04800941250482038,-1.1036732598675918
-0.09591170496393643,0.049579808063365455,-1.1492340685749483
-0.09439908753186894,0.047531142632524254,-1.2072460762340524
-0.09511118400154346,0.03898771610217621,-1.2290866826748925
