pose_x,pose_y,pose_z
0.0,0.0,0.0
0.0017316711600869894,0.0012839483097195625,-0.0018262361409142613
0.004500793181013347,0.002271732470693092,-0.004330215168492951
0.007643940240245736,0.00269085490672528,-0.011765571619414387
0.00684293960077432,0.001404628807841566,-0.016581397021953777
0.00980965271888564,0.0020792655773252964,-0.019920993153668142
0.010914840192804608,0.002308303390360541,-0.021146934473583057
0.013364679639629149,0.002530646886906445,-0.02442869909502481
0.014335322670900165,0.002869767002194351,-0.026001420252264
0.013228448554463769,0.0018079750776076294,-0.02811129625552771
0.013997368647956974,0.0013817899073000437,-0.02947648434729891
0.015312215847177917,0.003072345082790172,-0.030493750117311973
0.016013344480731356,0.0028463170355144097,-0.03118251706550275
0.016536224175722147,0.002249776931951035,-0.03273428914226695
0.018787844992237512,0.0028847713661947602,-0.037007741842475926
0.02343216224644781,0.003062159097112331,-0.04358583916852499
0.023943378014142522,0.0026227861643889636,-0.04392222111183205
0.02261136910435065,0.0023621682338529613,-0.046858185323636246
0.0224350500118437,0.0032704715774079874,-0.047347105961896924
0.02339764264019219,0.003861579893605311,-0.04764572418168515
0.023953749722042984,0.004567014376569694,-0.04885021270752765
0.023770767704918584,0.005628535498379093,-0.05025260265138996
0.02738829514885307,0.008620600574718836,-0.05473959346021545
0.027163786833237513,0.01016720966661666,-0.05312134512095083
0.029792282921584208,0.013316345230797267,-0.055065666155123656
0.029398916637297608,0.01332769136139843,-0.058223488491898456
0.02737625117812299,0.011811753736960402,-0.06543480192476378
0.028008428160019222,0.011880269038348367,-0.06716067521329509
0.026490276670034944,0.012653669243159157,-0.07079469660261661
0.02802538997746946,0.01216538764461379,-0.07456792707786304
0.033051173269838065,0.012961004408992373,-0.08356968419831194
0.035936135507416554,0.014435240472630683,-0.0855224325713142
0.038963755376961985,0.014900258307632017,-0.08973681556174666
0.035991615975494474,0.014741956722480534,-0.09529351429171437
0.037605189353137704,0.012510046516745667,-0.09901780630085773
0.03828317873190313,0.010740124813609175,-0.10391558750486508
0.04004500785508414,0.012516154976359328,-0.10935391206951285
0.03939444483183245,0.01280362399780397,-0.11697832995819622
0.03927023201763932,0.013936453536852743,-0.11909180286746329
0.03986605927734589,0.01152220172668356,-0.12404162094957653
0.04100855098184167,0.011556294290127228,-0.12891088791412092
0.04109844381228127,0.01130540882550252,-0.13316457728525807
0.04129797497173592,0.011949152337262474,-0.1365380785318929
0.04527491792084137,0.012517493785872367,-0.14446446576867664
0.04743748817693164,0.012115304485887487,-0.151158205524947
0.0515877209680235,0.013033770185037099,-0.1588657636641159
0.0508998808764722,0.013408421434640806,-0.16251408384394223
0.051009678915424995,0.013251486770899983,-0.16740263469054942
0.049796837580515604,0.012055238573090448,-0.17479622006542797
0.048584166738877235,0.011262323752700178,-0.18208919359645262
0.04731929658221842,0.012263223130582812,-0.18357212778073048
0.04731841237360103,0.01383330870283125,-0.1890917048543078
0.04974698048292404,0.014817818422741725,-0.19474846452766853
0.052379625774948486,0.01900646447678447,-0.2021358363403096
0.05556963959657765,0.01992742916158484,-0.21046678272478947
0.056140911517486326,0.020096670614022892,-0.21296161259145407
0.05021431634380332,0.02167272972936064,-0.2173797676134163
0.04968099982314006,0.02407229177363283,-0.22069420944009535
0.052264617262386445,0.024242837945493093,-0.22938721335224743
0.05156793492833305,0.023893519692027097,-0.2340159459604572
0.05257870039292898,0.023406150134163844,-0.23878752388501745
0.05356348724832,0.024305694134976144,-0.2447264638328669
0.05274509715199153,0.02437759814698736,-0.24791946742026758
0.05488416311234952,0.025625790758584715,-0.25495400853037875
